prompt,Payment ID
"Payment PAYMENT-000754 of ₹4874 from account XXXXXXXX3344 was processed on 2025-06-24 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000754
"Payment PAYMENT-000755 of ₹7630 from account XXXXXXXX6261 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000755
"Payment PAYMENT-000756 of ₹2801 from account XXXXXXXX4299 was processed on 2025-06-04 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000756
"Payment PAYMENT-000757 of ₹4835 from account XXXXXXXX1097 was processed on 2025-06-10 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000757
"Payment PAYMENT-000758 of ₹4113 from account XXXXXXXX9683 was processed on 2025-06-27 with Single validation.
First validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000758
"Payment PAYMENT-000759 of ₹880 from account XXXXXXXX5039 was processed on 2025-07-06 with Single validation.
First validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000759
"Payment PAYMENT-000760 of ₹7299 from account XXXXXXXX4022 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000760
"Payment PAYMENT-000761 of ₹7352 from account XXXXXXXX1363 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000761
"Payment PAYMENT-000762 of ₹1654 from account XXXXXXXX8255 was processed on 2025-07-04 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000762
"Payment PAYMENT-000763 of ₹4984 from account XXXXXXXX5566 was processed on 2025-07-02 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000763
"Payment PAYMENT-000764 of ₹2933 from account XXXXXXXX2693 was processed on 2025-06-08 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000764
"Payment PAYMENT-000765 of ₹4497 from account XXXXXXXX5880 was processed on 2025-06-10 with Single validation.
First validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000765
"Payment PAYMENT-000766 of ₹5801 from account XXXXXXXX6544 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000766
"Payment PAYMENT-000767 of ₹8880 from account XXXXXXXX4331 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000767
"Payment PAYMENT-000768 of ₹4625 from account XXXXXXXX7586 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000768
"Payment PAYMENT-000769 of ₹9689 from account XXXXXXXX6881 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000769
"Payment PAYMENT-000770 of ₹5731 from account XXXXXXXX5423 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000770
"Payment PAYMENT-000771 of ₹6984 from account XXXXXXXX7625 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000771
"Payment PAYMENT-000772 of ₹4314 from account XXXXXXXX8110 was processed on 2025-06-10 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000772
"Payment PAYMENT-000773 of ₹6287 from account XXXXXXXX5616 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000773
"Payment PAYMENT-000774 of ₹6130 from account XXXXXXXX3570 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250617 with outcome: PASSED.
Second validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000774
"Payment PAYMENT-000775 of ₹561 from account XXXXXXXX1170 was processed on 2025-06-17 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000775
"Payment PAYMENT-000776 of ₹7472 from account XXXXXXXX6102 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000776
"Payment PAYMENT-000777 of ₹4870 from account XXXXXXXX2090 was processed on 2025-06-02 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000777
"Payment PAYMENT-000778 of ₹5000 from account XXXXXXXX7738 was processed on 2025-07-26 with Single validation.
First validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000778
"Payment PAYMENT-000779 of ₹4336 from account XXXXXXXX2388 was processed on 2025-06-21 with Single validation.
First validation completed on 20250616 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000779
"Payment PAYMENT-000780 of ₹6714 from account XXXXXXXX5846 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000780
"Payment PAYMENT-000781 of ₹9733 from account XXXXXXXX5479 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250604 with outcome: PASSED.
Second validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000781
"Payment PAYMENT-000782 of ₹7937 from account XXXXXXXX9677 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250727 with outcome: PASSED.
Second validation completed on 20250726 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000782
"Payment PAYMENT-000783 of ₹7962 from account XXXXXXXX3850 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250609 with outcome: PASSED.
Second validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000783
"Payment PAYMENT-000784 of ₹2125 from account XXXXXXXX5872 was processed on 2025-06-11 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000784
"Payment PAYMENT-000785 of ₹9027 from account XXXXXXXX5693 was processed on 2025-07-01 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000785
"Payment PAYMENT-000786 of ₹4888 from account XXXXXXXX2709 was processed on 2025-06-24 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000786
"Payment PAYMENT-000787 of ₹3832 from account XXXXXXXX7343 was processed on 2025-07-29 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000787
"Payment PAYMENT-000788 of ₹1066 from account XXXXXXXX6913 was processed on 2025-07-03 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000788
"Payment PAYMENT-000789 of ₹2605 from account XXXXXXXX2194 was processed on 2025-06-21 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000789
"Payment PAYMENT-000790 of ₹6745 from account XXXXXXXX9835 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000790
"Payment PAYMENT-000791 of ₹7017 from account XXXXXXXX2190 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000791
"Payment PAYMENT-000792 of ₹4198 from account XXXXXXXX5594 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000792
"Payment PAYMENT-000793 of ₹8030 from account XXXXXXXX7911 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000793
"Payment PAYMENT-000794 of ₹7045 from account XXXXXXXX2467 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000794
"Payment PAYMENT-000795 of ₹1486 from account XXXXXXXX9081 was processed on 2025-07-19 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000795
"Payment PAYMENT-000796 of ₹9754 from account XXXXXXXX5143 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000796
"Payment PAYMENT-000797 of ₹930 from account XXXXXXXX4253 was processed on 2025-07-24 with Single validation.
First validation completed on 20250720 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000797
"Payment PAYMENT-000798 of ₹6435 from account XXXXXXXX2748 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250726 with outcome: PASSED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000798
"Payment PAYMENT-000799 of ₹3010 from account XXXXXXXX2594 was processed on 2025-07-12 with Single validation.
First validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000799
"Payment PAYMENT-000800 of ₹230 from account XXXXXXXX7738 was processed on 2025-06-09 with Single validation.
First validation completed on 20250606 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000800
"Payment PAYMENT-000801 of ₹6364 from account XXXXXXXX1652 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250716 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000801
"Payment PAYMENT-000802 of ₹9424 from account XXXXXXXX7279 was processed on 2025-06-05 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000802
"Payment PAYMENT-000803 of ₹9744 from account XXXXXXXX9976 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000803
"Payment PAYMENT-000804 of ₹576 from account XXXXXXXX5827 was processed on 2025-06-14 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000804
"Payment PAYMENT-000805 of ₹9084 from account XXXXXXXX1394 was processed on 2025-07-08 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000805
"Payment PAYMENT-000806 of ₹6851 from account XXXXXXXX5777 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000806
"Payment PAYMENT-000807 of ₹4850 from account XXXXXXXX3997 was processed on 2025-07-20 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000807
"Payment PAYMENT-000808 of ₹4078 from account XXXXXXXX5626 was processed on 2025-06-15 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000808
"Payment PAYMENT-000809 of ₹6518 from account XXXXXXXX3205 was processed on 2025-07-31 with Dual validation.
First validation completed on 20250729 with outcome: PASSED.
Second validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000809
"Payment PAYMENT-000810 of ₹6455 from account XXXXXXXX6699 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000810
"Payment PAYMENT-000811 of ₹5380 from account XXXXXXXX9007 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250627 with outcome: FAILED.
Second validation completed on 20250624 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000811
"Payment PAYMENT-000812 of ₹4388 from account XXXXXXXX2712 was processed on 2025-07-18 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000812
"Payment PAYMENT-000813 of ₹6753 from account XXXXXXXX8697 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000813
"Payment PAYMENT-000814 of ₹2952 from account XXXXXXXX4587 was processed on 2025-06-11 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000814
"Payment PAYMENT-000815 of ₹3200 from account XXXXXXXX3716 was processed on 2025-07-03 with Single validation.
First validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000815
"Payment PAYMENT-000816 of ₹9885 from account XXXXXXXX9115 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250610 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000816
"Payment PAYMENT-000817 of ₹4387 from account XXXXXXXX7873 was processed on 2025-06-28 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000817
"Payment PAYMENT-000818 of ₹3222 from account XXXXXXXX6554 was processed on 2025-07-17 with Single validation.
First validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000818
"Payment PAYMENT-000819 of ₹688 from account XXXXXXXX9496 was processed on 2025-07-14 with Single validation.
First validation completed on 20250711 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000819
"Payment PAYMENT-000820 of ₹952 from account XXXXXXXX2198 was processed on 2025-06-30 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000820
"Payment PAYMENT-000821 of ₹5788 from account XXXXXXXX1833 was processed on 2025-06-21 with Single validation.
First validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000821
"Payment PAYMENT-000822 of ₹2638 from account XXXXXXXX9372 was processed on 2025-06-04 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000822
"Payment PAYMENT-000823 of ₹6986 from account XXXXXXXX4434 was processed on 2025-06-01 with Dual validation.
First validation completed on 20250528 with outcome: PASSED.
Second validation completed on 20250526 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000823
"Payment PAYMENT-000824 of ₹1129 from account XXXXXXXX7382 was processed on 2025-07-02 with Single validation.
First validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000824
"Payment PAYMENT-000825 of ₹4202 from account XXXXXXXX9078 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000825
"Payment PAYMENT-000826 of ₹5118 from account XXXXXXXX8304 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000826
"Payment PAYMENT-000827 of ₹1793 from account XXXXXXXX9068 was processed on 2025-06-04 with Single validation.
First validation completed on 20250531 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000827
"Payment PAYMENT-000828 of ₹2837 from account XXXXXXXX6286 was processed on 2025-06-07 with Single validation.
First validation completed on 20250605 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000828
"Payment PAYMENT-000829 of ₹6014 from account XXXXXXXX9425 was processed on 2025-06-27 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000829
"Payment PAYMENT-000830 of ₹5400 from account XXXXXXXX8393 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000830
"Payment PAYMENT-000831 of ₹7551 from account XXXXXXXX4471 was processed on 2025-07-04 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250627 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000831
"Payment PAYMENT-000832 of ₹9763 from account XXXXXXXX7696 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000832
"Payment PAYMENT-000833 of ₹4518 from account XXXXXXXX7706 was processed on 2025-07-05 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000833
"Payment PAYMENT-000834 of ₹2658 from account XXXXXXXX5496 was processed on 2025-06-09 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000834
"Payment PAYMENT-000835 of ₹9730 from account XXXXXXXX5546 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000835
"Payment PAYMENT-000836 of ₹7972 from account XXXXXXXX4051 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000836
"Payment PAYMENT-000837 of ₹2898 from account XXXXXXXX1980 was processed on 2025-07-23 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000837
"Payment PAYMENT-000838 of ₹5484 from account XXXXXXXX3815 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000838
"Payment PAYMENT-000839 of ₹665 from account XXXXXXXX9944 was processed on 2025-06-11 with Single validation.
First validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000839
"Payment PAYMENT-000840 of ₹3794 from account XXXXXXXX5424 was processed on 2025-07-13 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000840
"Payment PAYMENT-000841 of ₹1239 from account XXXXXXXX1360 was processed on 2025-07-23 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000841
"Payment PAYMENT-000842 of ₹979 from account XXXXXXXX8197 was processed on 2025-06-29 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000842
"Payment PAYMENT-000843 of ₹7811 from account XXXXXXXX2124 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250709 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000843
"Payment PAYMENT-000844 of ₹4718 from account XXXXXXXX9735 was processed on 2025-06-07 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000844
"Payment PAYMENT-000845 of ₹1041 from account XXXXXXXX5721 was processed on 2025-06-04 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000845
"Payment PAYMENT-000846 of ₹1947 from account XXXXXXXX9174 was processed on 2025-07-28 with Single validation.
First validation completed on 20250723 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000846
"Payment PAYMENT-000847 of ₹3005 from account XXXXXXXX1029 was processed on 2025-06-10 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000847
"Payment PAYMENT-000848 of ₹6688 from account XXXXXXXX5433 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000848
"Payment PAYMENT-000849 of ₹339 from account XXXXXXXX7366 was processed on 2025-07-27 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000849
"Payment PAYMENT-000850 of ₹6339 from account XXXXXXXX6105 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000850
