prompt,Payment ID,Sentiment_Result,Sentiment_Label,Sentiment_Score
"Payment PAYMENT-000846 of ₹1947 from account XXXXXXXX9174 was processed on 2025-07-28 with Single validation.
First validation completed on 20250723 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000846,"{'label': 'LABEL_0', 'score': 0.703}",LABEL_0,0.703
"Payment PAYMENT-000847 of ₹3005 from account XXXXXXXX1029 was processed on 2025-06-10 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000847,"{'label': 'LABEL_0', 'score': 0.64}",LABEL_0,0.64
"Payment PAYMENT-000848 of ₹6688 from account XXXXXXXX5433 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000848,"{'label': 'LABEL_0', 'score': 0.572}",LABEL_0,0.572
"Payment PAYMENT-000849 of ₹339 from account XXXXXXXX7366 was processed on 2025-07-27 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000849,"{'label': 'LABEL_0', 'score': 0.69}",LABEL_0,0.69
"Payment PAYMENT-000850 of ₹6339 from account XXXXXXXX6105 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000850,"{'label': 'LABEL_0', 'score': 0.547}",LABEL_0,0.547
"Payment PAYMENT-000851 of ₹8086 from account XXXXXXXX1014 was processed on 2025-07-08 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000851,"{'label': 'LABEL_0', 'score': 0.572}",LABEL_0,0.572
"Payment PAYMENT-000852 of ₹9637 from account XXXXXXXX6532 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000852,"{'label': 'LABEL_0', 'score': 0.533}",LABEL_0,0.533
"Payment PAYMENT-000853 of ₹7663 from account XXXXXXXX5494 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000853,"{'label': 'LABEL_1', 'score': 0.5}",LABEL_1,0.5
"Payment PAYMENT-000854 of ₹410 from account XXXXXXXX5441 was processed on 2025-06-05 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000854,"{'label': 'LABEL_0', 'score': 0.666}",LABEL_0,0.666
"Payment PAYMENT-000855 of ₹6027 from account XXXXXXXX6608 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000855,"{'label': 'LABEL_0', 'score': 0.589}",LABEL_0,0.589
"Payment PAYMENT-000856 of ₹9672 from account XXXXXXXX7701 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250617 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000856,"{'label': 'LABEL_0', 'score': 0.524}",LABEL_0,0.524
"Payment PAYMENT-000857 of ₹428 from account XXXXXXXX3805 was processed on 2025-06-27 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000857,"{'label': 'LABEL_0', 'score': 0.69}",LABEL_0,0.69
"Payment PAYMENT-000858 of ₹4021 from account XXXXXXXX6219 was processed on 2025-07-08 with Single validation.
First validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000858,"{'label': 'LABEL_0', 'score': 0.654}",LABEL_0,0.654
"Payment PAYMENT-000859 of ₹1276 from account XXXXXXXX2169 was processed on 2025-06-17 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000859,"{'label': 'LABEL_0', 'score': 0.649}",LABEL_0,0.649
"Payment PAYMENT-000860 of ₹4695 from account XXXXXXXX6200 was processed on 2025-06-27 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000860,"{'label': 'LABEL_0', 'score': 0.671}",LABEL_0,0.671
"Payment PAYMENT-000861 of ₹9672 from account XXXXXXXX4114 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250724 with outcome: FAILED.
Second validation completed on 20250723 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000861,"{'label': 'LABEL_0', 'score': 0.589}",LABEL_0,0.589
"Payment PAYMENT-000862 of ₹133 from account XXXXXXXX4717 was processed on 2025-06-04 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000862,"{'label': 'LABEL_0', 'score': 0.644}",LABEL_0,0.644
"Payment PAYMENT-000863 of ₹2027 from account XXXXXXXX3914 was processed on 2025-07-28 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000863,"{'label': 'LABEL_0', 'score': 0.652}",LABEL_0,0.652
"Payment PAYMENT-000864 of ₹7922 from account XXXXXXXX6910 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250617 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000864,"{'label': 'LABEL_0', 'score': 0.537}",LABEL_0,0.537
"Payment PAYMENT-000865 of ₹3607 from account XXXXXXXX8361 was processed on 2025-06-21 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000865,"{'label': 'LABEL_0', 'score': 0.631}",LABEL_0,0.631
"Payment PAYMENT-000866 of ₹1464 from account XXXXXXXX5498 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000866,"{'label': 'LABEL_0', 'score': 0.642}",LABEL_0,0.642
"Payment PAYMENT-000867 of ₹643 from account XXXXXXXX4482 was processed on 2025-07-30 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000867,"{'label': 'LABEL_0', 'score': 0.681}",LABEL_0,0.681
"Payment PAYMENT-000868 of ₹2505 from account XXXXXXXX4509 was processed on 2025-07-24 with Single validation.
First validation completed on 20250721 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000868,"{'label': 'LABEL_0', 'score': 0.697}",LABEL_0,0.697
"Payment PAYMENT-000869 of ₹1860 from account XXXXXXXX1436 was processed on 2025-06-13 with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000869,"{'label': 'LABEL_0', 'score': 0.648}",LABEL_0,0.648
"Payment PAYMENT-000870 of ₹9323 from account XXXXXXXX3710 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250630 with outcome: FAILED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000870,"{'label': 'LABEL_0', 'score': 0.54}",LABEL_0,0.54
"Payment PAYMENT-000871 of ₹4341 from account XXXXXXXX8093 was processed on 2025-06-06 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000871,"{'label': 'LABEL_0', 'score': 0.573}",LABEL_0,0.573
"Payment PAYMENT-000872 of ₹1394 from account XXXXXXXX3801 was processed on 2025-06-16 with Single validation.
First validation completed on 20250613 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000872,"{'label': 'LABEL_0', 'score': 0.673}",LABEL_0,0.673
"Payment PAYMENT-000873 of ₹7715 from account XXXXXXXX8803 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250530 with outcome: PASSED.
Second validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000873,"{'label': 'LABEL_0', 'score': 0.545}",LABEL_0,0.545
"Payment PAYMENT-000874 of ₹3474 from account XXXXXXXX5377 was processed on 2025-06-22 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000874,"{'label': 'LABEL_0', 'score': 0.712}",LABEL_0,0.712
"Payment PAYMENT-000875 of ₹3711 from account XXXXXXXX5640 was processed on 2025-06-01 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000875,"{'label': 'LABEL_0', 'score': 0.655}",LABEL_0,0.655
"Payment PAYMENT-000876 of ₹3004 from account XXXXXXXX7829 was processed on 2025-07-11 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000876,"{'label': 'LABEL_0', 'score': 0.651}",LABEL_0,0.651
"Payment PAYMENT-000877 of ₹8708 from account XXXXXXXX5845 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000877,"{'label': 'LABEL_0', 'score': 0.593}",LABEL_0,0.593
"Payment PAYMENT-000878 of ₹1863 from account XXXXXXXX8557 was processed on 2025-07-26 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000878,"{'label': 'LABEL_0', 'score': 0.619}",LABEL_0,0.619
"Payment PAYMENT-000879 of ₹450 from account XXXXXXXX6066 was processed on 2025-06-25 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000879,"{'label': 'LABEL_0', 'score': 0.663}",LABEL_0,0.663
"Payment PAYMENT-000880 of ₹1464 from account XXXXXXXX7147 was processed on 2025-07-10 with Single validation.
First validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000880,"{'label': 'LABEL_0', 'score': 0.596}",LABEL_0,0.596
"Payment PAYMENT-000881 of ₹6981 from account XXXXXXXX7801 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250702 with outcome: PASSED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000881,"{'label': 'LABEL_1', 'score': 0.551}",LABEL_1,0.551
"Payment PAYMENT-000882 of ₹2748 from account XXXXXXXX3385 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000882,"{'label': 'LABEL_0', 'score': 0.657}",LABEL_0,0.657
"Payment PAYMENT-000883 of ₹8490 from account XXXXXXXX2950 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000883,"{'label': 'LABEL_0', 'score': 0.506}",LABEL_0,0.506
"Payment PAYMENT-000884 of ₹163 from account XXXXXXXX6831 was processed on 2025-06-03 with Single validation.
First validation completed on 20250602 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000884,"{'label': 'LABEL_0', 'score': 0.665}",LABEL_0,0.665
"Payment PAYMENT-000885 of ₹646 from account XXXXXXXX1154 was processed on 2025-07-14 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000885,"{'label': 'LABEL_0', 'score': 0.542}",LABEL_0,0.542
"Payment PAYMENT-000886 of ₹9900 from account XXXXXXXX7250 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000886,"{'label': 'LABEL_1', 'score': 0.518}",LABEL_1,0.518
"Payment PAYMENT-000887 of ₹3101 from account XXXXXXXX4739 was processed on 2025-07-06 with Single validation.
First validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000887,"{'label': 'LABEL_0', 'score': 0.62}",LABEL_0,0.62
"Payment PAYMENT-000888 of ₹3458 from account XXXXXXXX9900 was processed on 2025-06-29 with Single validation.
First validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000888,"{'label': 'LABEL_0', 'score': 0.615}",LABEL_0,0.615
"Payment PAYMENT-000889 of ₹7815 from account XXXXXXXX6618 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250626 with outcome: FAILED.
Second validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000889,"{'label': 'LABEL_0', 'score': 0.607}",LABEL_0,0.607
"Payment PAYMENT-000890 of ₹5021 from account XXXXXXXX2120 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000890,"{'label': 'LABEL_1', 'score': 0.625}",LABEL_1,0.625
"Payment PAYMENT-000891 of ₹7671 from account XXXXXXXX1277 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000891,"{'label': 'LABEL_1', 'score': 0.552}",LABEL_1,0.552
"Payment PAYMENT-000892 of ₹6639 from account XXXXXXXX2880 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000892,"{'label': 'LABEL_0', 'score': 0.566}",LABEL_0,0.566
"Payment PAYMENT-000893 of ₹170 from account XXXXXXXX2882 was processed on 2025-06-28 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000893,"{'label': 'LABEL_0', 'score': 0.612}",LABEL_0,0.612
"Payment PAYMENT-000894 of ₹2723 from account XXXXXXXX3543 was processed on 2025-07-22 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000894,"{'label': 'LABEL_0', 'score': 0.61}",LABEL_0,0.61
"Payment PAYMENT-000895 of ₹6624 from account XXXXXXXX4217 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000895,"{'label': 'LABEL_0', 'score': 0.562}",LABEL_0,0.562
"Payment PAYMENT-000896 of ₹6749 from account XXXXXXXX7971 was processed on 2025-06-13 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000896,"{'label': 'LABEL_0', 'score': 0.509}",LABEL_0,0.509
"Payment PAYMENT-000897 of ₹9228 from account XXXXXXXX6578 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000897,"{'label': 'LABEL_0', 'score': 0.618}",LABEL_0,0.618
"Payment PAYMENT-000898 of ₹3828 from account XXXXXXXX5946 was processed on 2025-07-15 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000898,"{'label': 'LABEL_0', 'score': 0.626}",LABEL_0,0.626
"Payment PAYMENT-000899 of ₹9747 from account XXXXXXXX2307 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000899,"{'label': 'LABEL_0', 'score': 0.509}",LABEL_0,0.509
"Payment PAYMENT-000900 of ₹5626 from account XXXXXXXX8022 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000900,"{'label': 'LABEL_0', 'score': 0.509}",LABEL_0,0.509
"Payment PAYMENT-000901 of ₹3464 from account XXXXXXXX5814 was processed on 2025-06-02 with Single validation.
First validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000901,"{'label': 'LABEL_0', 'score': 0.572}",LABEL_0,0.572
"Payment PAYMENT-000902 of ₹8223 from account XXXXXXXX1131 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250726 with outcome: PASSED.
Second validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000902,"{'label': 'LABEL_0', 'score': 0.529}",LABEL_0,0.529
"Payment PAYMENT-000903 of ₹396 from account XXXXXXXX2557 was processed on 2025-07-21 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000903,"{'label': 'LABEL_0', 'score': 0.612}",LABEL_0,0.612
"Payment PAYMENT-000904 of ₹6001 from account XXXXXXXX6508 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000904,"{'label': 'LABEL_1', 'score': 0.531}",LABEL_1,0.531
"Payment PAYMENT-000905 of ₹8360 from account XXXXXXXX8212 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250719 with outcome: PASSED.
Second validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000905,"{'label': 'LABEL_0', 'score': 0.516}",LABEL_0,0.516
"Payment PAYMENT-000906 of ₹3143 from account XXXXXXXX2102 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000906,"{'label': 'LABEL_0', 'score': 0.554}",LABEL_0,0.554
"Payment PAYMENT-000907 of ₹2019 from account XXXXXXXX7606 was processed on 2025-07-29 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000907,"{'label': 'LABEL_0', 'score': 0.622}",LABEL_0,0.622
"Payment PAYMENT-000908 of ₹1478 from account XXXXXXXX5985 was processed on 2025-07-01 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000908,"{'label': 'LABEL_0', 'score': 0.639}",LABEL_0,0.639
"Payment PAYMENT-000909 of ₹4487 from account XXXXXXXX5725 was processed on 2025-07-25 with Single validation.
First validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000909,"{'label': 'LABEL_0', 'score': 0.65}",LABEL_0,0.65
"Payment PAYMENT-000910 of ₹6631 from account XXXXXXXX4378 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000910,"{'label': 'LABEL_0', 'score': 0.545}",LABEL_0,0.545
"Payment PAYMENT-000911 of ₹9533 from account XXXXXXXX2707 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000911,"{'label': 'LABEL_1', 'score': 0.52}",LABEL_1,0.52
"Payment PAYMENT-000912 of ₹8663 from account XXXXXXXX7240 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000912,"{'label': 'LABEL_1', 'score': 0.522}",LABEL_1,0.522
"Payment PAYMENT-000913 of ₹3074 from account XXXXXXXX9286 was processed on 2025-06-02 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000913,"{'label': 'LABEL_0', 'score': 0.641}",LABEL_0,0.641
"Payment PAYMENT-000914 of ₹8647 from account XXXXXXXX8294 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000914,"{'label': 'LABEL_1', 'score': 0.571}",LABEL_1,0.571
"Payment PAYMENT-000915 of ₹3771 from account XXXXXXXX4900 was processed on 2025-06-04 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000915,"{'label': 'LABEL_0', 'score': 0.586}",LABEL_0,0.586
"Payment PAYMENT-000916 of ₹8127 from account XXXXXXXX4061 was processed on 2025-07-14 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000916,"{'label': 'LABEL_0', 'score': 0.513}",LABEL_0,0.513
"Payment PAYMENT-000917 of ₹4150 from account XXXXXXXX9052 was processed on 2025-06-23 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000917,"{'label': 'LABEL_0', 'score': 0.608}",LABEL_0,0.608
"Payment PAYMENT-000918 of ₹1869 from account XXXXXXXX9794 was processed on 2025-06-01 with Single validation.
First validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000918,"{'label': 'LABEL_0', 'score': 0.635}",LABEL_0,0.635
"Payment PAYMENT-000919 of ₹9737 from account XXXXXXXX3672 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000919,"{'label': 'LABEL_0', 'score': 0.532}",LABEL_0,0.532
"Payment PAYMENT-000920 of ₹4893 from account XXXXXXXX8149 was processed on 2025-07-29 with Single validation.
First validation completed on 20250725 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000920,"{'label': 'LABEL_0', 'score': 0.685}",LABEL_0,0.685
"Payment PAYMENT-000921 of ₹568 from account XXXXXXXX8904 was processed on 2025-06-28 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000921,"{'label': 'LABEL_0', 'score': 0.68}",LABEL_0,0.68
"Payment PAYMENT-000922 of ₹255 from account XXXXXXXX3837 was processed on 2025-06-16 with Single validation.
First validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000922,"{'label': 'LABEL_0', 'score': 0.532}",LABEL_0,0.532
"Payment PAYMENT-000923 of ₹8655 from account XXXXXXXX7143 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000923,"{'label': 'LABEL_1', 'score': 0.604}",LABEL_1,0.604
