prompt,Payment ID,NER_Entities,NER_Overlay
"Payment PAYMENT-000747 of ₹7189 from account XXXXXXXX5008 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000747,"[{'text': 'PAYMENT-000747', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7189', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5008', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-05', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000747|] of [₹7189|] from account [XXXXXXXX5008|] was processed on [2025-06-05|] with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000748 of ₹3551 from account XXXXXXXX4271 was processed on 2025-06-13 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000748,"[{'text': 'PAYMENT-000748', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3551', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4271', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-13', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000748|] of [₹3551|] from account [XXXXXXXX4271|] was processed on [2025-06-13|] with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000749 of ₹152 from account XXXXXXXX8568 was processed on 2025-07-17 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000749,"[{'text': 'PAYMENT-000749', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹152', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX8568', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-07-17', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000749|] of [₹152|] from account [XXXXXXXX8568|] was processed on [2025-07-17|] with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000750 of ₹8407 from account XXXXXXXX8332 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000750,"[{'text': 'PAYMENT-000750', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹8407', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8332', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-07', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000750|] of [₹8407|] from account [XXXXXXXX8332|] was processed on [2025-06-07|] with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000751 of ₹1846 from account XXXXXXXX7116 was processed on 2025-06-14 with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000751,"[{'text': 'PAYMENT-000751', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹1846', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7116', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-14', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000751|] of [₹1846|] from account [XXXXXXXX7116|] was processed on [2025-06-14|] with Single validation.
First validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000752 of ₹318 from account XXXXXXXX7128 was processed on 2025-07-20 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000752,"[{'text': 'PAYMENT-000752', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹318', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX7128', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-07-20', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000752|] of [₹318|] from account [XXXXXXXX7128|] was processed on [2025-07-20|] with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000753 of ₹5418 from account XXXXXXXX5207 was processed on 2025-06-27 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000753,"[{'text': 'PAYMENT-000753', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5418', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5207', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-27', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000753|] of [₹5418|] from account [XXXXXXXX5207|] was processed on [2025-06-27|] with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000754 of ₹4874 from account XXXXXXXX3344 was processed on 2025-06-24 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000754,"[{'text': 'PAYMENT-000754', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4874', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX3344', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-24', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000754|] of [₹4874|] from account [XXXXXXXX3344|] was processed on [2025-06-24|] with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000755 of ₹7630 from account XXXXXXXX6261 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000755,"[{'text': 'PAYMENT-000755', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7630', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX6261', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-07', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000755|] of [₹7630|] from account [XXXXXXXX6261|] was processed on [2025-07-07|] with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000756 of ₹2801 from account XXXXXXXX4299 was processed on 2025-06-04 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000756,"[{'text': 'PAYMENT-000756', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2801', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4299', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-04', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000756|] of [₹2801|] from account [XXXXXXXX4299|] was processed on [2025-06-04|] with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000757 of ₹4835 from account XXXXXXXX1097 was processed on 2025-06-10 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000757,"[{'text': 'PAYMENT-000757', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4835', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX1097', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-10', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000757|] of [₹4835|] from account [XXXXXXXX1097|] was processed on [2025-06-10|] with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000758 of ₹4113 from account XXXXXXXX9683 was processed on 2025-06-27 with Single validation.
First validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000758,"[{'text': 'PAYMENT-000758', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4113', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9683', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-27', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000758|] of [₹4113|] from account [XXXXXXXX9683|] was processed on [2025-06-27|] with Single validation.
First validation completed on 20250626 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000759 of ₹880 from account XXXXXXXX5039 was processed on 2025-07-06 with Single validation.
First validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000759,"[{'text': 'PAYMENT-000759', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹880', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 30}, {'text': 'XXXXXXXX5039', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 44, 'end': 56}, {'text': '2025-07-06', 'label': 'DATE', 'score': np.float32(0.999), 'start': 74, 'end': 84}]","Payment [PAYMENT-000759|] of [₹880|] from account [XXXXXXXX5039|] was processed on [2025-07-06|] with Single validation.
First validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000760 of ₹7299 from account XXXXXXXX4022 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000760,"[{'text': 'PAYMENT-000760', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7299', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4022', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-25', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000760|] of [₹7299|] from account [XXXXXXXX4022|] was processed on [2025-06-25|] with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250620 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000761 of ₹7352 from account XXXXXXXX1363 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000761,"[{'text': 'PAYMENT-000761', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7352', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX1363', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-14', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000761|] of [₹7352|] from account [XXXXXXXX1363|] was processed on [2025-06-14|] with Dual validation.
First validation completed on 20250610 with outcome: PASSED.
Second validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000762 of ₹1654 from account XXXXXXXX8255 was processed on 2025-07-04 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000762,"[{'text': 'PAYMENT-000762', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹1654', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8255', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-04', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000762|] of [₹1654|] from account [XXXXXXXX8255|] was processed on [2025-07-04|] with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000763 of ₹4984 from account XXXXXXXX5566 was processed on 2025-07-02 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000763,"[{'text': 'PAYMENT-000763', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4984', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5566', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-02', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000763|] of [₹4984|] from account [XXXXXXXX5566|] was processed on [2025-07-02|] with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000764 of ₹2933 from account XXXXXXXX2693 was processed on 2025-06-08 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000764,"[{'text': 'PAYMENT-000764', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2933', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2693', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-08', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000764|] of [₹2933|] from account [XXXXXXXX2693|] was processed on [2025-06-08|] with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000765 of ₹4497 from account XXXXXXXX5880 was processed on 2025-06-10 with Single validation.
First validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000765,"[{'text': 'PAYMENT-000765', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4497', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5880', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-10', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000765|] of [₹4497|] from account [XXXXXXXX5880|] was processed on [2025-06-10|] with Single validation.
First validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000766 of ₹5801 from account XXXXXXXX6544 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000766,"[{'text': 'PAYMENT-000766', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5801', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX6544', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-16', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000766|] of [₹5801|] from account [XXXXXXXX6544|] was processed on [2025-07-16|] with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000767 of ₹8880 from account XXXXXXXX4331 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000767,"[{'text': 'PAYMENT-000767', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹8880', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4331', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-16', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000767|] of [₹8880|] from account [XXXXXXXX4331|] was processed on [2025-07-16|] with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000768 of ₹4625 from account XXXXXXXX7586 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000768,"[{'text': 'PAYMENT-000768', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4625', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7586', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-26', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000768|] of [₹4625|] from account [XXXXXXXX7586|] was processed on [2025-06-26|] with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000769 of ₹9689 from account XXXXXXXX6881 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000769,"[{'text': 'PAYMENT-000769', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9689', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX6881', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-21', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000769|] of [₹9689|] from account [XXXXXXXX6881|] was processed on [2025-06-21|] with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000770 of ₹5731 from account XXXXXXXX5423 was processed on 2025-07-03 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000770,"[{'text': 'PAYMENT-000770', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5731', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5423', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-03', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000770|] of [₹5731|] from account [XXXXXXXX5423|] was processed on [2025-07-03|] with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250627 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000771 of ₹6984 from account XXXXXXXX7625 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000771,"[{'text': 'PAYMENT-000771', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹6984', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7625', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-06', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000771|] of [₹6984|] from account [XXXXXXXX7625|] was processed on [2025-07-06|] with Dual validation.
First validation completed on 20250705 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000772 of ₹4314 from account XXXXXXXX8110 was processed on 2025-06-10 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000772,"[{'text': 'PAYMENT-000772', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4314', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8110', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-10', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000772|] of [₹4314|] from account [XXXXXXXX8110|] was processed on [2025-06-10|] with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000773 of ₹6287 from account XXXXXXXX5616 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000773,"[{'text': 'PAYMENT-000773', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹6287', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX5616', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-09', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000773|] of [₹6287|] from account [XXXXXXXX5616|] was processed on [2025-06-09|] with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
