prompt,Payment ID,NER_Entities
"Payment PAYMENT-000752 of ₹6579 from account XXXXXXXX2357 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000752,{}
"Payment PAYMENT-000753 of ₹8877 from account XXXXXXXX6994 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000753,{}
"Payment PAYMENT-000754 of ₹7829 from account XXXXXXXX5496 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250531 with outcome: PASSED.
Second validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000754,{}
"Payment PAYMENT-000755 of ₹6395 from account XXXXXXXX5140 was processed on 2025-06-15 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000755,{}
"Payment PAYMENT-000756 of ₹9160 from account XXXXXXXX8540 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000756,{}
"Payment PAYMENT-000757 of ₹139 from account XXXXXXXX1772 was processed on 2025-07-24 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000757,{}
"Payment PAYMENT-000758 of ₹6696 from account XXXXXXXX8833 was processed on 2025-07-12 with Dual validation.
First validation completed on 20250709 with outcome: PASSED.
Second validation completed on 20250706 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000758,{}
"Payment PAYMENT-000759 of ₹6573 from account XXXXXXXX9699 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000759,{}
"Payment PAYMENT-000760 of ₹2461 from account XXXXXXXX7887 was processed on 2025-06-18 with Single validation.
First validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000760,{}
"Payment PAYMENT-000761 of ₹4691 from account XXXXXXXX5183 was processed on 2025-06-18 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000761,{}
"Payment PAYMENT-000762 of ₹5039 from account XXXXXXXX4007 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000762,{}
"Payment PAYMENT-000763 of ₹1561 from account XXXXXXXX7019 was processed on 2025-06-07 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000763,{}
"Payment PAYMENT-000764 of ₹6796 from account XXXXXXXX2252 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000764,{}
"Payment PAYMENT-000765 of ₹6906 from account XXXXXXXX7595 was processed on 2025-06-10 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000765,{}
"Payment PAYMENT-000766 of ₹9431 from account XXXXXXXX9754 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000766,{}
"Payment PAYMENT-000767 of ₹4342 from account XXXXXXXX5551 was processed on 2025-07-19 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000767,{}
"Payment PAYMENT-000768 of ₹4027 from account XXXXXXXX5639 was processed on 2025-07-13 with Single validation.
First validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000768,{}
"Payment PAYMENT-000769 of ₹1567 from account XXXXXXXX7611 was processed on 2025-06-03 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000769,{}
"Payment PAYMENT-000770 of ₹1050 from account XXXXXXXX6029 was processed on 2025-07-21 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000770,{}
"Payment PAYMENT-000771 of ₹3957 from account XXXXXXXX2449 was processed on 2025-06-09 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000771,{}
"Payment PAYMENT-000772 of ₹3873 from account XXXXXXXX8806 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000772,{}
"Payment PAYMENT-000773 of ₹4803 from account XXXXXXXX4241 was processed on 2025-06-23 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000773,{}
"Payment PAYMENT-000774 of ₹6861 from account XXXXXXXX7873 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000774,{}
"Payment PAYMENT-000775 of ₹3850 from account XXXXXXXX6662 was processed on 2025-07-29 with Single validation.
First validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000775,{}
"Payment PAYMENT-000776 of ₹4750 from account XXXXXXXX8162 was processed on 2025-06-15 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000776,{}
"Payment PAYMENT-000777 of ₹902 from account XXXXXXXX9867 was processed on 2025-07-15 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000777,{}
"Payment PAYMENT-000778 of ₹7709 from account XXXXXXXX8999 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000778,{}
"Payment PAYMENT-000779 of ₹7205 from account XXXXXXXX5196 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000779,{}
"Payment PAYMENT-000780 of ₹5621 from account XXXXXXXX2640 was processed on 2025-06-15 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000780,{}
"Payment PAYMENT-000781 of ₹695 from account XXXXXXXX3724 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000781,{}
"Payment PAYMENT-000782 of ₹422 from account XXXXXXXX1363 was processed on 2025-07-02 with Single validation.
First validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000782,{}
"Payment PAYMENT-000783 of ₹922 from account XXXXXXXX3488 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000783,{}
"Payment PAYMENT-000784 of ₹4016 from account XXXXXXXX2871 was processed on 2025-06-03 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000784,{}
"Payment PAYMENT-000785 of ₹381 from account XXXXXXXX8414 was processed on 2025-06-25 with Single validation.
First validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000785,{}
"Payment PAYMENT-000786 of ₹6823 from account XXXXXXXX5017 was processed on 2025-07-31 with Dual validation.
First validation completed on 20250729 with outcome: PASSED.
Second validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000786,{}
"Payment PAYMENT-000787 of ₹8292 from account XXXXXXXX2423 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000787,{}
"Payment PAYMENT-000788 of ₹5981 from account XXXXXXXX2715 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000788,{}
"Payment PAYMENT-000789 of ₹142 from account XXXXXXXX6930 was processed on 2025-07-08 with Single validation.
First validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000789,{}
"Payment PAYMENT-000790 of ₹1166 from account XXXXXXXX4291 was processed on 2025-06-17 with Single validation.
First validation completed on 20250614 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000790,{}
"Payment PAYMENT-000791 of ₹3539 from account XXXXXXXX8563 was processed on 2025-07-18 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000791,{}
"Payment PAYMENT-000792 of ₹9311 from account XXXXXXXX7726 was processed on 2025-06-05 with Dual validation.
First validation completed on 20250603 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000792,{}
"Payment PAYMENT-000793 of ₹6533 from account XXXXXXXX9875 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000793,{}
"Payment PAYMENT-000794 of ₹4311 from account XXXXXXXX7516 was processed on 2025-07-28 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000794,{}
"Payment PAYMENT-000795 of ₹6483 from account XXXXXXXX8285 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250530 with outcome: PASSED.
Second validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000795,{}
"Payment PAYMENT-000796 of ₹1195 from account XXXXXXXX4304 was processed on 2025-06-28 with Single validation.
First validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000796,{}
"Payment PAYMENT-000797 of ₹1320 from account XXXXXXXX2232 was processed on 2025-06-30 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000797,{}
"Payment PAYMENT-000798 of ₹3918 from account XXXXXXXX6154 was processed on 2025-06-12 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000798,{}
"Payment PAYMENT-000799 of ₹3938 from account XXXXXXXX2001 was processed on 2025-06-21 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000799,{}
"Payment PAYMENT-000800 of ₹4665 from account XXXXXXXX9170 was processed on 2025-06-10 with Single validation.
First validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000800,{}
"Payment PAYMENT-000801 of ₹7458 from account XXXXXXXX6034 was processed on 2025-07-15 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000801,{}
"Payment PAYMENT-000802 of ₹4223 from account XXXXXXXX3635 was processed on 2025-07-05 with Single validation.
First validation completed on 20250702 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000802,{}
"Payment PAYMENT-000803 of ₹398 from account XXXXXXXX5804 was processed on 2025-06-19 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000803,{}
"Payment PAYMENT-000804 of ₹732 from account XXXXXXXX9721 was processed on 2025-06-04 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000804,{}
"Payment PAYMENT-000805 of ₹112 from account XXXXXXXX1606 was processed on 2025-06-01 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000805,{}
"Payment PAYMENT-000806 of ₹1504 from account XXXXXXXX1263 was processed on 2025-07-03 with Single validation.
First validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000806,{}
"Payment PAYMENT-000807 of ₹1872 from account XXXXXXXX1730 was processed on 2025-07-30 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000807,{}
"Payment PAYMENT-000808 of ₹6108 from account XXXXXXXX5183 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000808,{}
"Payment PAYMENT-000809 of ₹1061 from account XXXXXXXX2052 was processed on 2025-06-17 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000809,{}
"Payment PAYMENT-000810 of ₹2758 from account XXXXXXXX7560 was processed on 2025-06-19 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000810,{}
"Payment PAYMENT-000811 of ₹985 from account XXXXXXXX4486 was processed on 2025-07-30 with Single validation.
First validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000811,{}
"Payment PAYMENT-000812 of ₹6110 from account XXXXXXXX3178 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250614 with outcome: FAILED.
Second validation completed on 20250613 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000812,{}
"Payment PAYMENT-000813 of ₹8394 from account XXXXXXXX6658 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000813,{}
"Payment PAYMENT-000814 of ₹1639 from account XXXXXXXX9299 was processed on 2025-07-20 with Single validation.
First validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000814,{}
"Payment PAYMENT-000815 of ₹4621 from account XXXXXXXX4243 was processed on 2025-07-22 with Single validation.
First validation completed on 20250721 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000815,{}
"Payment PAYMENT-000816 of ₹275 from account XXXXXXXX6268 was processed on 2025-07-29 with Single validation.
First validation completed on 20250725 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000816,{}
"Payment PAYMENT-000817 of ₹3030 from account XXXXXXXX3147 was processed on 2025-07-23 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000817,{}
"Payment PAYMENT-000818 of ₹5698 from account XXXXXXXX6432 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000818,{}
"Payment PAYMENT-000819 of ₹1514 from account XXXXXXXX6916 was processed on 2025-07-07 with Single validation.
First validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000819,{}
"Payment PAYMENT-000820 of ₹1539 from account XXXXXXXX2717 was processed on 2025-06-06 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000820,{}
"Payment PAYMENT-000821 of ₹1638 from account XXXXXXXX8975 was processed on 2025-07-28 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000821,{}
"Payment PAYMENT-000822 of ₹8796 from account XXXXXXXX5143 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250628 with outcome: PASSED.
Second validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000822,{}
"Payment PAYMENT-000823 of ₹3691 from account XXXXXXXX3843 was processed on 2025-07-26 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000823,{}
"Payment PAYMENT-000824 of ₹1108 from account XXXXXXXX9001 was processed on 2025-07-18 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000824,{}
"Payment PAYMENT-000825 of ₹6550 from account XXXXXXXX1971 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250721 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000825,{}
"Payment PAYMENT-000826 of ₹4276 from account XXXXXXXX6491 was processed on 2025-07-16 with Single validation.
First validation completed on 20250714 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000826,{}
"Payment PAYMENT-000827 of ₹700 from account XXXXXXXX1708 was processed on 2025-06-20 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000827,{}
"Payment PAYMENT-000828 of ₹7127 from account XXXXXXXX2913 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000828,{}
"Payment PAYMENT-000829 of ₹1878 from account XXXXXXXX8060 was processed on 2025-07-19 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000829,{}
"Payment PAYMENT-000830 of ₹7823 from account XXXXXXXX1359 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000830,{}
"Payment PAYMENT-000831 of ₹9209 from account XXXXXXXX4931 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250606 with outcome: PASSED.
Second validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000831,{}
"Payment PAYMENT-000832 of ₹3974 from account XXXXXXXX6758 was processed on 2025-06-18 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000832,{}
"Payment PAYMENT-000833 of ₹8271 from account XXXXXXXX1566 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250608 with outcome: FAILED.
Second validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000833,{}
"Payment PAYMENT-000834 of ₹4579 from account XXXXXXXX5289 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000834,{}
"Payment PAYMENT-000835 of ₹3053 from account XXXXXXXX3956 was processed on 2025-06-02 with Single validation.
First validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000835,{}
"Payment PAYMENT-000836 of ₹1200 from account XXXXXXXX3686 was processed on 2025-06-03 with Single validation.
First validation completed on 20250602 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000836,{}
"Payment PAYMENT-000837 of ₹7801 from account XXXXXXXX1619 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250616 with outcome: PASSED.
Second validation completed on 20250615 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000837,{}
"Payment PAYMENT-000838 of ₹2252 from account XXXXXXXX3947 was processed on 2025-06-25 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000838,{}
"Payment PAYMENT-000839 of ₹5370 from account XXXXXXXX5736 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250529 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000839,{}
"Payment PAYMENT-000840 of ₹1898 from account XXXXXXXX2129 was processed on 2025-07-16 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000840,{}
"Payment PAYMENT-000841 of ₹535 from account XXXXXXXX9016 was processed on 2025-06-02 with Single validation.
First validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000841,{}
"Payment PAYMENT-000842 of ₹3223 from account XXXXXXXX5130 was processed on 2025-07-14 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000842,{}
"Payment PAYMENT-000843 of ₹1288 from account XXXXXXXX6913 was processed on 2025-07-24 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000843,{}
"Payment PAYMENT-000844 of ₹3462 from account XXXXXXXX4595 was processed on 2025-06-06 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000844,{}
"Payment PAYMENT-000845 of ₹7163 from account XXXXXXXX3739 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250726 with outcome: PASSED.
Second validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000845,{}
"Payment PAYMENT-000846 of ₹6271 from account XXXXXXXX6919 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000846,{}
"Payment PAYMENT-000847 of ₹7139 from account XXXXXXXX6094 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000847,{}
